NACA 0012 AIRFOILS                              
   0.00003 -0.00090  0.92194
   0.00024 -0.00274  0.81992
   0.00069 -0.00463  0.68008
   0.00140 -0.00655  0.51843
   0.00236 -0.00847  0.35310
   0.00358 -0.01038  0.19609
   0.00506 -0.01228  0.05762
   0.00681 -0.01418 -0.06562
   0.00884 -0.01607 -0.16545
   0.01117 -0.01796 -0.25070
   0.01383 -0.01987 -0.31821
   0.01687 -0.02180 -0.37428
   0.02033 -0.02378 -0.41973
   0.02429 -0.02580 -0.45618
   0.02883 -0.02790 -0.48502
   0.03407 -0.03007 -0.50729
   0.04013 -0.03232 -0.52417
   0.04714 -0.03466 -0.53599
   0.05523 -0.03707 -0.54419
   0.06448 -0.03953 -0.54805
   0.07492 -0.04198 -0.54903
   0.08645 -0.04437 -0.54674
   0.09895 -0.04665 -0.54241
   0.11223 -0.04877 -0.53613
   0.12612 -0.05070 -0.52849
   0.14048 -0.05243 -0.51990
   0.15520 -0.05397 -0.51041
   0.17020 -0.05530 -0.50050
   0.18542 -0.05645 -0.48989
   0.20082 -0.05742 -0.47903
   0.21638 -0.05822 -0.46806
   0.23206 -0.05887 -0.45666
   0.24786 -0.05936 -0.44539
   0.26374 -0.05971 -0.43385
   0.27972 -0.05992 -0.42223
   0.29577 -0.06001 -0.41063
   0.31188 -0.05999 -0.39907
   0.32805 -0.05984 -0.38751
   0.34427 -0.05960 -0.37596
   0.36055 -0.05925 -0.36451
   0.37686 -0.05881 -0.35308
   0.39322 -0.05827 -0.34176
   0.40962 -0.05766 -0.33056
   0.42604 -0.05696 -0.31949
   0.44250 -0.05618 -0.30852
   0.45899 -0.05534 -0.29774
   0.47550 -0.05442 -0.28710
   0.49203 -0.05344 -0.27668
   0.50858 -0.05239 -0.26648
   0.52515 -0.05129 -0.25652
   0.54175 -0.05012 -0.24686
   0.55835 -0.04891 -0.23753
   0.57497 -0.04764 -0.22854
   0.59160 -0.04632 -0.21997
   0.60825 -0.04495 -0.21180
   0.62490 -0.04354 -0.20407
   0.64155 -0.04208 -0.19677
   0.65822 -0.04058 -0.18990
   0.67490 -0.03904 -0.18342
   0.69157 -0.03745 -0.17730
   0.70825 -0.03583 -0.17155
   0.72493 -0.03417 -0.16618
   0.74161 -0.03247 -0.16119
   0.75829 -0.03074 -0.15656
   0.77497 -0.02896 -0.15226
   0.79165 -0.02715 -0.14826
   0.80831 -0.02531 -0.14454
   0.82498 -0.02342 -0.14107
   0.84163 -0.02150 -0.13780
   0.85827 -0.01955 -0.13472
   0.87488 -0.01756 -0.13178
   0.89145 -0.01554 -0.12896
   0.90794 -0.01348 -0.12621
   0.92426 -0.01141 -0.12351
   0.94026 -0.00934 -0.12081
   0.95565 -0.00732 -0.11446
   0.96998 -0.00540 -0.06659
   0.98279 -0.00365 -0.02328
   0.99374 -0.00214  0.01096
   1.00000 -0.00126  0.02801
